District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age Group,Gender,Population under 16 years of age living with,Number
 Mugu,,,,,,   Under 1 Year,  Female,Father,0
 Mugu,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Mugu,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Mugu,,,,,,   Under 1 Year,  Female,Other relatives,0
 Mugu,,,,,,   Under 1 Year,  Female,Employer,0
 Mugu,,,,,,   Under 1 Year,  Female,Others,2
 Mugu,,,,,,   Under 1 Year,  Female,Not stated,7
 Mugu,,,,,,   01 - 04 Years,  Female,Parents,3456
 Mugu,,,,,,   01 - 04 Years,  Female,Mother,58
 Mugu,,,,,,   01 - 04 Years,  Female,Father,10
 Mugu,,,,,,   01 - 04 Years,  Female,Father and step mother,2
 Mugu,,,,,,   01 - 04 Years,  Female,Mother and step father,3
 Mugu,,,,,,   01 - 04 Years,  Female,Other relatives,1
 Mugu,,,,,,   01 - 04 Years,  Female,Employer,0
 Mugu,,,,,,   01 - 04 Years,  Female,Others,18
 Mugu,,,,,,   01 - 04 Years,  Female,Not stated,5
 Mugu,,,,,,   05 - 09 Years,  Female,Parents,3693
 Mugu,,,,,,   05 - 09 Years,  Female,Mother,102
 Mugu,,,,,,   05 - 09 Years,  Female,Father,25
 Mugu,,,,,,   05 - 09 Years,  Female,Father and step mother,7
 Mugu,,,,,,   05 - 09 Years,  Female,Mother and step father,4
 Mugu,,,,,,   05 - 09 Years,  Female,Other relatives,10
 Mugu,,,,,,   05 - 09 Years,  Female,Employer,0
 Mugu,,,,,,   05 - 09 Years,  Female,Others,28
 Mugu,,,,,,   05 - 09 Years,  Female,Not stated,3
 Mugu,,,,,,   10 - 15 Years,  Female,Parents,3790
 Mugu,,,,,,   10 - 15 Years,  Female,Mother,187
 Mugu,,,,,,   10 - 15 Years,  Female,Father,65
 Mugu,,,,,,   10 - 15 Years,  Female,Father and step mother,15
 Mugu,,,,,,   10 - 15 Years,  Female,Mother and step father,8
 Mugu,,,,,,   10 - 15 Years,  Female,Other relatives,13
 Mugu,,,,,,   10 - 15 Years,  Female,Employer,0
 Mugu,,,,,,   10 - 15 Years,  Female,Others,52
 Mugu,,,,,,   10 - 15 Years,  Female,Not stated,35
 Humla,,,,,,   Under 1 Year,  Male,Parents,631
 Humla,,,,,,   Under 1 Year,  Male,Mother,10
 Humla,,,,,,   Under 1 Year,  Male,Father,0
 Humla,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Humla,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Humla,,,,,,   Under 1 Year,  Male,Other relatives,0
 Humla,,,,,,   Under 1 Year,  Male,Employer,0
 Humla,,,,,,   Under 1 Year,  Male,Others,0
 Humla,,,,,,   Under 1 Year,  Male,Not stated,3
 Humla,,,,,,   01 - 04 Years,  Male,Parents,2908
 Humla,,,,,,   01 - 04 Years,  Male,Mother,76
 Humla,,,,,,   01 - 04 Years,  Male,Father,16
 Humla,,,,,,   01 - 04 Years,  Male,Father and step mother,4
 Humla,,,,,,   01 - 04 Years,  Male,Mother and step father,5
 Humla,,,,,,   01 - 04 Years,  Male,Other relatives,1
 Humla,,,,,,   01 - 04 Years,  Male,Employer,0
 Humla,,,,,,   01 - 04 Years,  Male,Others,5
 Humla,,,,,,   01 - 04 Years,  Male,Not stated,2
 Humla,,,,,,   05 - 09 Years,  Male,Parents,3160
 Humla,,,,,,   05 - 09 Years,  Male,Mother,113
 Humla,,,,,,   05 - 09 Years,  Male,Father,36
 Humla,,,,,,   05 - 09 Years,  Male,Father and step mother,7
 Humla,,,,,,   05 - 09 Years,  Male,Mother and step father,5
 Humla,,,,,,   05 - 09 Years,  Male,Other relatives,9
 Humla,,,,,,   05 - 09 Years,  Male,Employer,0
 Humla,,,,,,   05 - 09 Years,  Male,Others,23
 Humla,,,,,,   05 - 09 Years,  Male,Not stated,2
 Humla,,,,,,   10 - 15 Years,  Male,Parents,3269
 Humla,,,,,,   10 - 15 Years,  Male,Mother,186
 Humla,,,,,,   10 - 15 Years,  Male,Father,80
 Humla,,,,,,   10 - 15 Years,  Male,Father and step mother,19
 Humla,,,,,,   10 - 15 Years,  Male,Mother and step father,9
 Humla,,,,,,   10 - 15 Years,  Male,Other relatives,16
 Humla,,,,,,   10 - 15 Years,  Male,Employer,2
 Humla,,,,,,   10 - 15 Years,  Male,Others,78
 Humla,,,,,,   10 - 15 Years,  Male,Not stated,14
 Humla,,,,,,   Under 1 Year,  Female,Parents,619
 Humla,,,,,,   Under 1 Year,  Female,Mother,20
 Humla,,,,,,   Under 1 Year,  Female,Father,0
 Humla,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Humla,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Humla,,,,,,   Under 1 Year,  Female,Other relatives,0
 Humla,,,,,,   Under 1 Year,  Female,Employer,0
 Humla,,,,,,   Under 1 Year,  Female,Others,0
 Humla,,,,,,   Under 1 Year,  Female,Not stated,2
 Humla,,,,,,   01 - 04 Years,  Female,Parents,2976
 Humla,,,,,,   01 - 04 Years,  Female,Mother,90
 Humla,,,,,,   01 - 04 Years,  Female,Father,7
 Humla,,,,,,   01 - 04 Years,  Female,Father and step mother,2
 Humla,,,,,,   01 - 04 Years,  Female,Mother and step father,1
 Humla,,,,,,   01 - 04 Years,  Female,Other relatives,0
 Humla,,,,,,   01 - 04 Years,  Female,Employer,0
 Humla,,,,,,   01 - 04 Years,  Female,Others,8
 Humla,,,,,,   01 - 04 Years,  Female,Not stated,5
 Humla,,,,,,   05 - 09 Years,  Female,Parents,3285
 Humla,,,,,,   05 - 09 Years,  Female,Mother,113
 Humla,,,,,,   05 - 09 Years,  Female,Father,29
 Humla,,,,,,   05 - 09 Years,  Female,Father and step mother,20
 Humla,,,,,,   05 - 09 Years,  Female,Mother and step father,7
 Humla,,,,,,   05 - 09 Years,  Female,Other relatives,4
 Humla,,,,,,   05 - 09 Years,  Female,Employer,0
 Humla,,,,,,   05 - 09 Years,  Female,Others,28
 Humla,,,,,,   05 - 09 Years,  Female,Not stated,5
 Humla,,,,,,   10 - 15 Years,  Female,Parents,3121
 Humla,,,,,,   10 - 15 Years,  Female,Mother,181
 Humla,,,,,,   10 - 15 Years,  Female,Father,57
 Humla,,,,,,   10 - 15 Years,  Female,Father and step mother,25
 Humla,,,,,,   10 - 15 Years,  Female,Mother and step father,15
 Humla,,,,,,   10 - 15 Years,  Female,Other relatives,20
 Humla,,,,,,   10 - 15 Years,  Female,Employer,4
 Humla,,,,,,   10 - 15 Years,  Female,Others,58
 Humla,,,,,,   10 - 15 Years,  Female,Not stated,10
 Bajura,,,,,,   Under 1 Year,  Male,Parents,1617
 Bajura,,,,,,   Under 1 Year,  Male,Mother,142
 Bajura,,,,,,   Under 1 Year,  Male,Father,0
 Bajura,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Bajura,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Bajura,,,,,,   Under 1 Year,  Male,Other relatives,0
 Bajura,,,,,,   Under 1 Year,  Male,Employer,0
 Bajura,,,,,,   Under 1 Year,  Male,Others,0
 Bajura,,,,,,   Under 1 Year,  Male,Not stated,15
 Bajura,,,,,,   01 - 04 Years,  Male,Parents,7204
 Bajura,,,,,,   01 - 04 Years,  Male,Mother,536
 Bajura,,,,,,   01 - 04 Years,  Male,Father,16
 Bajura,,,,,,   01 - 04 Years,  Male,Father and step mother,0
 Bajura,,,,,,   01 - 04 Years,  Male,Mother and step father,0
 Bajura,,,,,,   01 - 04 Years,  Male,Other relatives,8
 Bajura,,,,,,   01 - 04 Years,  Male,Employer,0
 Bajura,,,,,,   01 - 04 Years,  Male,Others,47
 Bajura,,,,,,   01 - 04 Years,  Male,Not stated,55
 Bajura,,,,,,   05 - 09 Years,  Male,Parents,8989
 Bajura,,,,,,   05 - 09 Years,  Male,Mother,926
 Bajura,,,,,,   05 - 09 Years,  Male,Father,104
 Bajura,,,,,,   05 - 09 Years,  Male,Father and step mother,0
 Bajura,,,,,,   05 - 09 Years,  Male,Mother and step father,0
 Bajura,,,,,,   05 - 09 Years,  Male,Other relatives,96
 Bajura,,,,,,   05 - 09 Years,  Male,Employer,0
 Bajura,,,,,,   05 - 09 Years,  Male,Others,104
 Bajura,,,,,,   05 - 09 Years,  Male,Not stated,72
 Bajura,,,,,,   10 - 15 Years,  Male,Parents,9649
 Bajura,,,,,,   10 - 15 Years,  Male,Mother,956
 Bajura,,,,,,   10 - 15 Years,  Male,Father,294
 Bajura,,,,,,   10 - 15 Years,  Male,Father and step mother,41
 Bajura,,,,,,   10 - 15 Years,  Male,Mother and step father,8
 Bajura,,,,,,   10 - 15 Years,  Male,Other relatives,82
 Bajura,,,,,,   10 - 15 Years,  Male,Employer,0
 Bajura,,,,,,   10 - 15 Years,  Male,Others,188
 Bajura,,,,,,   10 - 15 Years,  Male,Not stated,82
 Bajura,,,,,,   Under 1 Year,  Female,Parents,1535
 Bajura,,,,,,   Under 1 Year,  Female,Mother,90
 Bajura,,,,,,   Under 1 Year,  Female,Father,0
 Bajura,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Bajura,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Bajura,,,,,,   Under 1 Year,  Female,Other relatives,0
 Bajura,,,,,,   Under 1 Year,  Female,Employer,0
 Bajura,,,,,,   Under 1 Year,  Female,Others,16
 Bajura,,,,,,   Under 1 Year,  Female,Not stated,16
 Bajura,,,,,,   01 - 04 Years,  Female,Parents,7054
 Bajura,,,,,,   01 - 04 Years,  Female,Mother,438
 Bajura,,,,,,   01 - 04 Years,  Female,Father,16
 Bajura,,,,,,   01 - 04 Years,  Female,Father and step mother,0
 Bajura,,,,,,   01 - 04 Years,  Female,Mother and step father,0
 Bajura,,,,,,   01 - 04 Years,  Female,Other relatives,8
 Bajura,,,,,,   01 - 04 Years,  Female,Employer,0
 Bajura,,,,,,   01 - 04 Years,  Female,Others,80
 Bajura,,,,,,   01 - 04 Years,  Female,Not stated,32
 Bajura,,,,,,   05 - 09 Years,  Female,Parents,9127
 Bajura,,,,,,   05 - 09 Years,  Female,Mother,861
 Bajura,,,,,,   05 - 09 Years,  Female,Father,115
 Bajura,,,,,,   05 - 09 Years,  Female,Father and step mother,25
 Bajura,,,,,,   05 - 09 Years,  Female,Mother and step father,8
 Bajura,,,,,,   05 - 09 Years,  Female,Other relatives,66
 Bajura,,,,,,   05 - 09 Years,  Female,Employer,0
 Bajura,,,,,,   05 - 09 Years,  Female,Others,115
 Bajura,,,,,,   05 - 09 Years,  Female,Not stated,16
 Bajura,,,,,,   10 - 15 Years,  Female,Parents,9532
 Bajura,,,,,,   10 - 15 Years,  Female,Mother,1105
 Bajura,,,,,,   10 - 15 Years,  Female,Father,327
 Bajura,,,,,,   10 - 15 Years,  Female,Father and step mother,70
 Bajura,,,,,,   10 - 15 Years,  Female,Mother and step father,23
 Bajura,,,,,,   10 - 15 Years,  Female,Other relatives,93
 Bajura,,,,,,   10 - 15 Years,  Female,Employer,0
 Bajura,,,,,,   10 - 15 Years,  Female,Others,296
 Bajura,,,,,,   10 - 15 Years,  Female,Not stated,93
 Bajhang,,,,,,   Under 1 Year,  Male,Parents,2210
 Bajhang,,,,,,   Under 1 Year,  Male,Mother,248
 Bajhang,,,,,,   Under 1 Year,  Male,Father,0
 Bajhang,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Bajhang,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Bajhang,,,,,,   Under 1 Year,  Male,Other relatives,0
 Bajhang,,,,,,   Under 1 Year,  Male,Employer,0
 Bajhang,,,,,,   Under 1 Year,  Male,Others,0
 Bajhang,,,,,,   Under 1 Year,  Male,Not stated,18
 Bajhang,,,,,,   01 - 04 Years,  Male,Parents,10149
 Bajhang,,,,,,   01 - 04 Years,  Male,Mother,1126
 Bajhang,,,,,,   01 - 04 Years,  Male,Father,48
 Bajhang,,,,,,   01 - 04 Years,  Male,Father and step mother,8
 Bajhang,,,,,,   01 - 04 Years,  Male,Mother and step father,0
 Bajhang,,,,,,   01 - 04 Years,  Male,Other relatives,0
 Bajhang,,,,,,   01 - 04 Years,  Male,Employer,0
 Bajhang,,,,,,   01 - 04 Years,  Male,Others,72
 Bajhang,,,,,,   01 - 04 Years,  Male,Not stated,40
 Bajhang,,,,,,   05 - 09 Years,  Male,Parents,13884
 Bajhang,,,,,,   05 - 09 Years,  Male,Mother,1311
 Bajhang,,,,,,   05 - 09 Years,  Male,Father,86
 Bajhang,,,,,,   05 - 09 Years,  Male,Father and step mother,47
 Bajhang,,,,,,   05 - 09 Years,  Male,Mother and step father,8
 Bajhang,,,,,,   05 - 09 Years,  Male,Other relatives,16
 Bajhang,,,,,,   05 - 09 Years,  Male,Employer,0
 Bajhang,,,,,,   05 - 09 Years,  Male,Others,181
 Bajhang,,,,,,   05 - 09 Years,  Male,Not stated,31
 Bajhang,,,,,,   10 - 15 Years,  Male,Parents,14354
 Bajhang,,,,,,   10 - 15 Years,  Male,Mother,1585
 Bajhang,,,,,,   10 - 15 Years,  Male,Father,161
 Bajhang,,,,,,   10 - 15 Years,  Male,Father and step mother,56
 Bajhang,,,,,,   10 - 15 Years,  Male,Mother and step father,8
 Bajhang,,,,,,   10 - 15 Years,  Male,Other relatives,64
 Bajhang,,,,,,   10 - 15 Years,  Male,Employer,0
 Bajhang,,,,,,   10 - 15 Years,  Male,Others,410
 Bajhang,,,,,,   10 - 15 Years,  Male,Not stated,72
 Bajhang,,,,,,   Under 1 Year,  Female,Parents,2051
 Bajhang,,,,,,   Under 1 Year,  Female,Mother,179
 Bajhang,,,,,,   Under 1 Year,  Female,Father,8
 Bajhang,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Bajhang,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Bajhang,,,,,,   Under 1 Year,  Female,Other relatives,0
 Bajhang,,,,,,   Under 1 Year,  Female,Employer,0
 Bajhang,,,,,,   Under 1 Year,  Female,Others,33
 Bajhang,,,,,,   Under 1 Year,  Female,Not stated,49
 Bajhang,,,,,,   01 - 04 Years,  Female,Parents,9819
 Bajhang,,,,,,   01 - 04 Years,  Female,Mother,922
 Bajhang,,,,,,   01 - 04 Years,  Female,Father,43
 Bajhang,,,,,,   01 - 04 Years,  Female,Father and step mother,9
 Bajhang,,,,,,   01 - 04 Years,  Female,Mother and step father,0
 Bajhang,,,,,,   01 - 04 Years,  Female,Other relatives,9
 Bajhang,,,,,,   01 - 04 Years,  Female,Employer,9
 Bajhang,,,,,,   01 - 04 Years,  Female,Others,78
 Bajhang,,,,,,   01 - 04 Years,  Female,Not stated,34
 Bajhang,,,,,,   05 - 09 Years,  Female,Parents,13372
 Bajhang,,,,,,   05 - 09 Years,  Female,Mother,1356
 Bajhang,,,,,,   05 - 09 Years,  Female,Father,109
 Bajhang,,,,,,   05 - 09 Years,  Female,Father and step mother,34
 Bajhang,,,,,,   05 - 09 Years,  Female,Mother and step father,17
 Bajhang,,,,,,   05 - 09 Years,  Female,Other relatives,42
 Bajhang,,,,,,   05 - 09 Years,  Female,Employer,0
 Bajhang,,,,,,   05 - 09 Years,  Female,Others,194
 Bajhang,,,,,,   05 - 09 Years,  Female,Not stated,51
 Bajhang,,,,,,   10 - 15 Years,  Female,Parents,14295
 Bajhang,,,,,,   10 - 15 Years,  Female,Mother,1639
 Bajhang,,,,,,   10 - 15 Years,  Female,Father,105
 Bajhang,,,,,,   10 - 15 Years,  Female,Father and step mother,32
 Bajhang,,,,,,   10 - 15 Years,  Female,Mother and step father,16
 Bajhang,,,,,,   10 - 15 Years,  Female,Other relatives,81
 Bajhang,,,,,,   10 - 15 Years,  Female,Employer,8
 Bajhang,,,,,,   10 - 15 Years,  Female,Others,430
 Bajhang,,,,,,   10 - 15 Years,  Female,Not stated,187
 Achham,,,,,,   Under 1 Year,  Male,Parents,3009
 Achham,,,,,,   Under 1 Year,  Male,Mother,401
 Achham,,,,,,   Under 1 Year,  Male,Father,15
 Achham,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Achham,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Achham,,,,,,   Under 1 Year,  Male,Other relatives,0
 Achham,,,,,,   Under 1 Year,  Male,Employer,0
 Achham,,,,,,   Under 1 Year,  Male,Others,8
 Achham,,,,,,   Under 1 Year,  Male,Not stated,0
 Achham,,,,,,   01 - 04 Years,  Male,Parents,12928
 Achham,,,,,,   01 - 04 Years,  Male,Mother,1862
 Achham,,,,,,   01 - 04 Years,  Male,Father,47
 Achham,,,,,,   01 - 04 Years,  Male,Father and step mother,0
 Achham,,,,,,   01 - 04 Years,  Male,Mother and step father,0
 Achham,,,,,,   01 - 04 Years,  Male,Other relatives,0
 Achham,,,,,,   01 - 04 Years,  Male,Employer,0
 Achham,,,,,,   01 - 04 Years,  Male,Others,164
 Achham,,,,,,   01 - 04 Years,  Male,Not stated,16
 Achham,,,,,,   05 - 09 Years,  Male,Parents,16642
 Achham,,,,,,   05 - 09 Years,  Male,Mother,2700
 Achham,,,,,,   05 - 09 Years,  Male,Father,106
 Achham,,,,,,   05 - 09 Years,  Male,Father and step mother,33
 Achham,,,,,,   05 - 09 Years,  Male,Mother and step father,8
 Achham,,,,,,   05 - 09 Years,  Male,Other relatives,41
 Achham,,,,,,   05 - 09 Years,  Male,Employer,0
 Achham,,,,,,   05 - 09 Years,  Male,Others,310
 Achham,,,,,,   05 - 09 Years,  Male,Not stated,41
 Achham,,,,,,   10 - 15 Years,  Male,Parents,18370
 Achham,,,,,,   10 - 15 Years,  Male,Mother,2684
 Achham,,,,,,   10 - 15 Years,  Male,Father,227
 Achham,,,,,,   10 - 15 Years,  Male,Father and step mother,49
 Achham,,,,,,   10 - 15 Years,  Male,Mother and step father,16
 Achham,,,,,,   10 - 15 Years,  Male,Other relatives,114
 Achham,,,,,,   10 - 15 Years,  Male,Employer,0
 Achham,,,,,,   10 - 15 Years,  Male,Others,479
 Achham,,,,,,   10 - 15 Years,  Male,Not stated,130
 Achham,,,,,,   Under 1 Year,  Female,Parents,2890
 Achham,,,,,,   Under 1 Year,  Female,Mother,356
 Achham,,,,,,   Under 1 Year,  Female,Father,0
 Achham,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Achham,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Achham,,,,,,   Under 1 Year,  Female,Other relatives,9
 Achham,,,,,,   Under 1 Year,  Female,Employer,0
 Achham,,,,,,   Under 1 Year,  Female,Others,43
 Achham,,,,,,   Under 1 Year,  Female,Not stated,9
 Achham,,,,,,   01 - 04 Years,  Female,Parents,12541
 Achham,,,,,,   01 - 04 Years,  Female,Mother,1887
 Achham,,,,,,   01 - 04 Years,  Female,Father,33
 Achham,,,,,,   01 - 04 Years,  Female,Father and step mother,8
 Achham,,,,,,   01 - 04 Years,  Female,Mother and step father,8
 Achham,,,,,,   01 - 04 Years,  Female,Other relatives,0
 Achham,,,,,,   01 - 04 Years,  Female,Employer,0
 Achham,,,,,,   01 - 04 Years,  Female,Others,147
 Achham,,,,,,   01 - 04 Years,  Female,Not stated,0
 Achham,,,,,,   05 - 09 Years,  Female,Parents,16769
 Achham,,,,,,   05 - 09 Years,  Female,Mother,2427
 Achham,,,,,,   05 - 09 Years,  Female,Father,79
 Achham,,,,,,   05 - 09 Years,  Female,Father and step mother,39
 Achham,,,,,,   05 - 09 Years,  Female,Mother and step father,0
 Achham,,,,,,   05 - 09 Years,  Female,Other relatives,47
 Achham,,,,,,   05 - 09 Years,  Female,Employer,0
 Achham,,,,,,   05 - 09 Years,  Female,Others,347
 Achham,,,,,,   05 - 09 Years,  Female,Not stated,32
 Achham,,,,,,   10 - 15 Years,  Female,Parents,18931
 Achham,,,,,,   10 - 15 Years,  Female,Mother,2794
 Achham,,,,,,   10 - 15 Years,  Female,Father,158
 Achham,,,,,,   10 - 15 Years,  Female,Father and step mother,87
 Achham,,,,,,   10 - 15 Years,  Female,Mother and step father,8
 Achham,,,,,,   10 - 15 Years,  Female,Other relatives,111
 Achham,,,,,,   10 - 15 Years,  Female,Employer,0
 Achham,,,,,,   10 - 15 Years,  Female,Others,562
 Achham,,,,,,   10 - 15 Years,  Female,Not stated,111
 Doti,,,,,,   Under 1 Year,  Male,Parents,2397
 Doti,,,,,,   Under 1 Year,  Male,Mother,480
 Doti,,,,,,   Under 1 Year,  Male,Father,0
 Doti,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Doti,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Doti,,,,,,   Under 1 Year,  Male,Other relatives,5
 Doti,,,,,,   Under 1 Year,  Male,Employer,0
 Doti,,,,,,   Under 1 Year,  Male,Others,0
 Doti,,,,,,   Under 1 Year,  Male,Not stated,0
 Doti,,,,,,   01 - 04 Years,  Male,Parents,10290
 Doti,,,,,,   01 - 04 Years,  Male,Mother,2154
 Doti,,,,,,   01 - 04 Years,  Male,Father,27
 Doti,,,,,,   01 - 04 Years,  Male,Father and step mother,16
 Doti,,,,,,   01 - 04 Years,  Male,Mother and step father,0
 Doti,,,,,,   01 - 04 Years,  Male,Other relatives,42
 Doti,,,,,,   01 - 04 Years,  Male,Employer,0
 Doti,,,,,,   01 - 04 Years,  Male,Others,137
 Doti,,,,,,   01 - 04 Years,  Male,Not stated,25
 Doti,,,,,,   05 - 09 Years,  Male,Parents,12446
 Doti,,,,,,   05 - 09 Years,  Male,Mother,2696
 Doti,,,,,,   05 - 09 Years,  Male,Father,106
 Doti,,,,,,   05 - 09 Years,  Male,Father and step mother,34
 Doti,,,,,,   05 - 09 Years,  Male,Mother and step father,0
 Doti,,,,,,   05 - 09 Years,  Male,Other relatives,54
 Doti,,,,,,   05 - 09 Years,  Male,Employer,0
 Doti,,,,,,   05 - 09 Years,  Male,Others,142
 Doti,,,,,,   05 - 09 Years,  Male,Not stated,25
 Doti,,,,,,   10 - 15 Years,  Male,Parents,13199
 Doti,,,,,,   10 - 15 Years,  Male,Mother,2764
 Doti,,,,,,   10 - 15 Years,  Male,Father,145
 Doti,,,,,,   10 - 15 Years,  Male,Father and step mother,42
 Doti,,,,,,   10 - 15 Years,  Male,Mother and step father,0
 Doti,,,,,,   10 - 15 Years,  Male,Other relatives,106
 Doti,,,,,,   10 - 15 Years,  Male,Employer,27
 Doti,,,,,,   10 - 15 Years,  Male,Others,308
 Doti,,,,,,   10 - 15 Years,  Male,Not stated,41
 Doti,,,,,,   Under 1 Year,  Female,Parents,2282
 Doti,,,,,,   Under 1 Year,  Female,Mother,437
 Doti,,,,,,   Under 1 Year,  Female,Father,8
 Doti,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Doti,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Doti,,,,,,   Under 1 Year,  Female,Other relatives,12
 Doti,,,,,,   Under 1 Year,  Female,Employer,0
 Doti,,,,,,   Under 1 Year,  Female,Others,26
 Doti,,,,,,   Under 1 Year,  Female,Not stated,25
 Doti,,,,,,   01 - 04 Years,  Female,Parents,9864
 Doti,,,,,,   01 - 04 Years,  Female,Mother,2096
 Doti,,,,,,   01 - 04 Years,  Female,Father,57
 Doti,,,,,,   01 - 04 Years,  Female,Father and step mother,1
 Doti,,,,,,   01 - 04 Years,  Female,Mother and step father,0
 Doti,,,,,,   01 - 04 Years,  Female,Other relatives,46
 Doti,,,,,,   01 - 04 Years,  Female,Employer,0
 Doti,,,,,,   01 - 04 Years,  Female,Others,130
 Doti,,,,,,   01 - 04 Years,  Female,Not stated,33
 Doti,,,,,,   05 - 09 Years,  Female,Parents,12106
 Doti,,,,,,   05 - 09 Years,  Female,Mother,2874
 Doti,,,,,,   05 - 09 Years,  Female,Father,44
 Doti,,,,,,   05 - 09 Years,  Female,Father and step mother,19
 Doti,,,,,,   05 - 09 Years,  Female,Mother and step father,8
 Doti,,,,,,   05 - 09 Years,  Female,Other relatives,84
 Doti,,,,,,   05 - 09 Years,  Female,Employer,0
 Doti,,,,,,   05 - 09 Years,  Female,Others,182
 Doti,,,,,,   05 - 09 Years,  Female,Not stated,9
 Doti,,,,,,   10 - 15 Years,  Female,Parents,13831
 Doti,,,,,,   10 - 15 Years,  Female,Mother,3129
 Doti,,,,,,   10 - 15 Years,  Female,Father,145
 Doti,,,,,,   10 - 15 Years,  Female,Father and step mother,45
 Doti,,,,,,   10 - 15 Years,  Female,Mother and step father,8
 Doti,,,,,,   10 - 15 Years,  Female,Other relatives,93
 Doti,,,,,,   10 - 15 Years,  Female,Employer,4
 Doti,,,,,,   10 - 15 Years,  Female,Others,314
 Doti,,,,,,   10 - 15 Years,  Female,Not stated,61
 Kailali,,,,,,   Under 1 Year,  Male,Parents,6131
 Kailali,,,,,,   Under 1 Year,  Male,Mother,500
 Kailali,,,,,,   Under 1 Year,  Male,Father,16
 Kailali,,,,,,   Under 1 Year,  Male,Father and step mother,8
 Kailali,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Kailali,,,,,,   Under 1 Year,  Male,Other relatives,0
 Kailali,,,,,,   Under 1 Year,  Male,Employer,0
 Kailali,,,,,,   Under 1 Year,  Male,Others,16
 Kailali,,,,,,   Under 1 Year,  Male,Not stated,72
 Kailali,,,,,,   01 - 04 Years,  Male,Parents,28409
 Kailali,,,,,,   01 - 04 Years,  Male,Mother,2547
 Kailali,,,,,,   01 - 04 Years,  Male,Father,144
 Kailali,,,,,,   01 - 04 Years,  Male,Father and step mother,9
 Kailali,,,,,,   01 - 04 Years,  Male,Mother and step father,0
 Kailali,,,,,,   01 - 04 Years,  Male,Other relatives,24
 Kailali,,,,,,   01 - 04 Years,  Male,Employer,8
 Kailali,,,,,,   01 - 04 Years,  Male,Others,196
 Kailali,,,,,,   01 - 04 Years,  Male,Not stated,105
 Kailali,,,,,,   05 - 09 Years,  Male,Parents,42106
 Kailali,,,,,,   05 - 09 Years,  Male,Mother,4694
 Kailali,,,,,,   05 - 09 Years,  Male,Father,373
 Kailali,,,,,,   05 - 09 Years,  Male,Father and step mother,113
 Kailali,,,,,,   05 - 09 Years,  Male,Mother and step father,25
 Kailali,,,,,,   05 - 09 Years,  Male,Other relatives,331
 Kailali,,,,,,   05 - 09 Years,  Male,Employer,0
 Kailali,,,,,,   05 - 09 Years,  Male,Others,1078
 Kailali,,,,,,   05 - 09 Years,  Male,Not stated,249
